Transcript stable ID	Protein stable ID
ENSDART00000121664	ENSDARP00000111369
ENSDART00000121698	ENSDARP00000108940
ENSDART00000121700	
ENSDART00000121716	ENSDARP00000106182
ENSDART00000121725	ENSDARP00000108008
ENSDART00000121731	ENSDARP00000109871
ENSDART00000121752	ENSDARP00000105730
ENSDART00000121755	ENSDARP00000112312
ENSDART00000121756	ENSDARP00000107450
ENSDART00000121769	ENSDARP00000109366
ENSDART00000121783	ENSDARP00000108871
ENSDART00000121788	ENSDARP00000105320
ENSDART00000121813	ENSDARP00000107806
ENSDART00000121817	ENSDARP00000105559
ENSDART00000121826	ENSDARP00000108781
ENSDART00000121827	ENSDARP00000111172
ENSDART00000121840	
ENSDART00000121843	ENSDARP00000109536
ENSDART00000121847	ENSDARP00000109556
ENSDART00000121865	
ENSDART00000121885	ENSDARP00000111880
ENSDART00000121924	ENSDARP00000106074
ENSDART00000121946	ENSDARP00000107938
ENSDART00000121959	ENSDARP00000142540
ENSDART00000121966	ENSDARP00000106038
ENSDART00000121972	ENSDARP00000107224
ENSDART00000121981	ENSDARP00000112446
ENSDART00000121984	ENSDARP00000109873
ENSDART00000121998	ENSDARP00000111824
ENSDART00000122002	ENSDARP00000105499
ENSDART00000122003	ENSDARP00000105745
ENSDART00000122008	ENSDARP00000109772
ENSDART00000122011	ENSDARP00000109026
ENSDART00000122035	
ENSDART00000122037	ENSDARP00000107099
ENSDART00000122041	ENSDARP00000112170
ENSDART00000122101	ENSDARP00000107769
ENSDART00000122102	ENSDARP00000105540
ENSDART00000122108	ENSDARP00000108510
ENSDART00000122117	ENSDARP00000106937
ENSDART00000122155	ENSDARP00000105440
ENSDART00000122169	ENSDARP00000108887
ENSDART00000122170	ENSDARP00000111416
ENSDART00000122174	ENSDARP00000111362
ENSDART00000122175	ENSDARP00000106976
ENSDART00000122176	ENSDARP00000109033
ENSDART00000122185	
ENSDART00000122221	ENSDARP00000106581
ENSDART00000122242	ENSDARP00000109849
ENSDART00000122249	
ENSDART00000122260	ENSDARP00000107674
ENSDART00000122272	ENSDARP00000111961
ENSDART00000122292	ENSDARP00000108974
ENSDART00000122294	ENSDARP00000109970
ENSDART00000122296	ENSDARP00000105712
ENSDART00000122316	ENSDARP00000110549
ENSDART00000122321	ENSDARP00000108504
ENSDART00000122339	ENSDARP00000111934
ENSDART00000122366	ENSDARP00000109178
ENSDART00000122369	ENSDARP00000107670
ENSDART00000122371	ENSDARP00000109836
ENSDART00000122374	ENSDARP00000110172
ENSDART00000122375	ENSDARP00000111972
ENSDART00000122377	ENSDARP00000108208
ENSDART00000122392	ENSDARP00000110869
ENSDART00000122397	ENSDARP00000105148
ENSDART00000122403	ENSDARP00000111969
ENSDART00000122407	ENSDARP00000109027
ENSDART00000122423	ENSDARP00000111904
ENSDART00000122445	ENSDARP00000111940
ENSDART00000122459	ENSDARP00000105024
ENSDART00000122462	ENSDARP00000107792
ENSDART00000122474	ENSDARP00000110764
ENSDART00000122486	ENSDARP00000105594
ENSDART00000122487	ENSDARP00000110484
ENSDART00000122536	ENSDARP00000107716
ENSDART00000122566	ENSDARP00000106285
ENSDART00000122584	ENSDARP00000111818
ENSDART00000122589	ENSDARP00000110509
ENSDART00000122601	ENSDARP00000108556
ENSDART00000122603	ENSDARP00000105686
ENSDART00000122605	ENSDARP00000106175
ENSDART00000122610	ENSDARP00000108604
ENSDART00000122625	ENSDARP00000104754
ENSDART00000122628	ENSDARP00000109347
ENSDART00000122648	ENSDARP00000108630
ENSDART00000122661	ENSDARP00000111777
ENSDART00000122675	ENSDARP00000108555
ENSDART00000122692	ENSDARP00000112069
ENSDART00000122695	ENSDARP00000109435
ENSDART00000122696	ENSDARP00000112099
ENSDART00000122699	ENSDARP00000109341
ENSDART00000122709	ENSDARP00000109280
ENSDART00000122754	ENSDARP00000105098
ENSDART00000122756	ENSDARP00000111013
