Transcript stable ID	Protein stable ID
ENSDART00000168680	ENSDARP00000140185
ENSDART00000168687	ENSDARP00000140365
ENSDART00000168690	
ENSDART00000168708	ENSDARP00000135617
ENSDART00000168710	ENSDARP00000138977
ENSDART00000168711	ENSDARP00000141987
ENSDART00000168721	ENSDARP00000132328
ENSDART00000168750	ENSDARP00000138248
ENSDART00000168752	ENSDARP00000130285
ENSDART00000168758	ENSDARP00000130865
ENSDART00000168771	ENSDARP00000141030
ENSDART00000168772	ENSDARP00000136445
ENSDART00000168779	ENSDARP00000131098
ENSDART00000168785	ENSDARP00000139104
ENSDART00000168799	ENSDARP00000134732
ENSDART00000168812	ENSDARP00000141930
ENSDART00000168836	ENSDARP00000135018
ENSDART00000168839	ENSDARP00000131867
ENSDART00000168857	ENSDARP00000134438
ENSDART00000168868	ENSDARP00000140614
ENSDART00000168906	ENSDARP00000140862
ENSDART00000168914	ENSDARP00000138381
ENSDART00000168925	ENSDARP00000129888
ENSDART00000168995	ENSDARP00000140689
ENSDART00000169001	ENSDARP00000137525
ENSDART00000169006	ENSDARP00000131617
ENSDART00000169046	ENSDARP00000138389
ENSDART00000169050	ENSDARP00000132717
ENSDART00000169055	ENSDARP00000139903
ENSDART00000169069	ENSDARP00000136909
ENSDART00000169120	ENSDARP00000138135
ENSDART00000169141	ENSDARP00000133382
ENSDART00000169220	ENSDARP00000130250
ENSDART00000169292	ENSDARP00000131390
ENSDART00000169304	ENSDARP00000139003
ENSDART00000169321	ENSDARP00000137112
ENSDART00000169344	ENSDARP00000140300
ENSDART00000169368	ENSDARP00000135725
ENSDART00000169392	ENSDARP00000133565
ENSDART00000169397	ENSDARP00000134561
ENSDART00000169408	ENSDARP00000135891
ENSDART00000169418	ENSDARP00000138220
ENSDART00000169442	ENSDARP00000141049
ENSDART00000169452	
ENSDART00000169533	ENSDARP00000141201
ENSDART00000169541	ENSDARP00000137903
ENSDART00000169542	ENSDARP00000140117
ENSDART00000169544	ENSDARP00000135907
ENSDART00000169576	ENSDARP00000129933
ENSDART00000169582	ENSDARP00000139241
ENSDART00000169603	ENSDARP00000133401
ENSDART00000169604	ENSDARP00000135778
ENSDART00000169615	ENSDARP00000140213
ENSDART00000169616	ENSDARP00000137615
ENSDART00000169651	ENSDARP00000139293
ENSDART00000169670	
ENSDART00000169706	ENSDARP00000134866
ENSDART00000169737	ENSDARP00000139571
ENSDART00000169742	ENSDARP00000134721
ENSDART00000169754	ENSDARP00000138617
ENSDART00000169770	ENSDARP00000140819
ENSDART00000169779	ENSDARP00000137887
ENSDART00000169815	ENSDARP00000135073
ENSDART00000169819	ENSDARP00000138864
ENSDART00000169883	ENSDARP00000136939
ENSDART00000169886	ENSDARP00000138498
ENSDART00000169924	ENSDARP00000132682
ENSDART00000169942	ENSDARP00000140602
ENSDART00000169963	ENSDARP00000136778
ENSDART00000169975	ENSDARP00000133672
ENSDART00000170021	ENSDARP00000141656
ENSDART00000170070	ENSDARP00000137127
ENSDART00000170073	ENSDARP00000135870
ENSDART00000170116	ENSDARP00000135567
ENSDART00000170124	
ENSDART00000170171	ENSDARP00000134550
ENSDART00000170182	ENSDARP00000133230
ENSDART00000170203	ENSDARP00000133319
ENSDART00000170242	ENSDARP00000132537
ENSDART00000170246	ENSDARP00000131947
ENSDART00000170249	ENSDARP00000142026
ENSDART00000170275	ENSDARP00000140733
ENSDART00000170285	ENSDARP00000132751
ENSDART00000170290	ENSDARP00000139822
ENSDART00000170303	ENSDARP00000137482
ENSDART00000170344	ENSDARP00000141461
ENSDART00000170361	ENSDARP00000136906
ENSDART00000170369	ENSDARP00000135318
ENSDART00000170400	ENSDARP00000133212
ENSDART00000170449	ENSDARP00000140167
ENSDART00000170467	ENSDARP00000130009
ENSDART00000170478	ENSDARP00000131207
ENSDART00000170487	ENSDARP00000137330
ENSDART00000170512	ENSDARP00000134101
ENSDART00000170537	ENSDARP00000131877
ENSDART00000170549	ENSDARP00000135014
ENSDART00000170610	ENSDARP00000132843
ENSDART00000170614	ENSDARP00000131716
ENSDART00000170615	ENSDARP00000140470
ENSDART00000170654	
ENSDART00000170669	ENSDARP00000131332
ENSDART00000170674	ENSDARP00000132115
ENSDART00000170713	ENSDARP00000141590
ENSDART00000170733	ENSDARP00000139679
ENSDART00000170743	
ENSDART00000170747	ENSDARP00000140620
ENSDART00000170762	ENSDARP00000132204
ENSDART00000170771	
ENSDART00000170790	ENSDARP00000137456
ENSDART00000170799	ENSDARP00000136166
ENSDART00000170809	ENSDARP00000130253
ENSDART00000170832	ENSDARP00000137590
ENSDART00000170838	
ENSDART00000170855	
ENSDART00000170868	
ENSDART00000170876	ENSDARP00000133781
ENSDART00000170903	ENSDARP00000135688
ENSDART00000170906	ENSDARP00000130178
ENSDART00000170912	ENSDARP00000141643
ENSDART00000170930	ENSDARP00000138967
ENSDART00000170948	ENSDARP00000141325
ENSDART00000170970	ENSDARP00000134220
ENSDART00000170984	ENSDARP00000131634
ENSDART00000171039	ENSDARP00000140447
ENSDART00000171062	ENSDARP00000133465
ENSDART00000171069	ENSDARP00000135322
ENSDART00000171085	ENSDARP00000134995
ENSDART00000171116	ENSDARP00000140221
ENSDART00000171175	ENSDARP00000138367
ENSDART00000171180	ENSDARP00000131060
ENSDART00000171183	ENSDARP00000137232
ENSDART00000171188	ENSDARP00000141499
ENSDART00000171204	ENSDARP00000136415
ENSDART00000171215	ENSDARP00000141512
ENSDART00000171245	ENSDARP00000131076
ENSDART00000171351	ENSDARP00000133904
ENSDART00000171368	ENSDARP00000140915
ENSDART00000171403	ENSDARP00000137336
ENSDART00000171528	ENSDARP00000139075
ENSDART00000171591	ENSDARP00000141145
ENSDART00000171597	ENSDARP00000132476
ENSDART00000171649	ENSDARP00000137799
ENSDART00000171666	
ENSDART00000171680	ENSDARP00000135427
ENSDART00000171691	ENSDARP00000136258
ENSDART00000171706	ENSDARP00000130901
ENSDART00000171731	ENSDARP00000140930
ENSDART00000171752	
ENSDART00000171762	ENSDARP00000139707
ENSDART00000171771	ENSDARP00000134258
ENSDART00000171871	ENSDARP00000138911
ENSDART00000171906	
ENSDART00000171935	ENSDARP00000137534
ENSDART00000171947	ENSDARP00000135764
ENSDART00000171970	ENSDARP00000141560
ENSDART00000171971	ENSDARP00000131246
ENSDART00000172016	ENSDARP00000133209
ENSDART00000172020	ENSDARP00000141646
ENSDART00000172054	
ENSDART00000172056	ENSDARP00000139082
ENSDART00000172071	ENSDARP00000130890
ENSDART00000172076	ENSDARP00000141370
ENSDART00000172088	ENSDARP00000141315
ENSDART00000172117	ENSDARP00000135421
ENSDART00000172165	ENSDARP00000138342
ENSDART00000172176	ENSDARP00000139777
ENSDART00000172190	ENSDARP00000138073
ENSDART00000172205	ENSDARP00000134130
ENSDART00000172206	ENSDARP00000132951
ENSDART00000172211	ENSDARP00000134937
ENSDART00000172214	ENSDARP00000136178
ENSDART00000172246	ENSDARP00000136607
ENSDART00000172251	ENSDARP00000134652
ENSDART00000172285	ENSDARP00000137953
ENSDART00000172318	ENSDARP00000139923
ENSDART00000172328	ENSDARP00000130814
ENSDART00000172349	ENSDARP00000140527
ENSDART00000172426	
ENSDART00000172451	ENSDARP00000133107
ENSDART00000172456	ENSDARP00000130258
ENSDART00000172463	
ENSDART00000172498	ENSDARP00000134967
ENSDART00000172500	ENSDARP00000133761
ENSDART00000172542	ENSDARP00000141547
ENSDART00000172572	ENSDARP00000133545
ENSDART00000172584	ENSDARP00000135979
ENSDART00000172634	ENSDARP00000131111
ENSDART00000172652	ENSDARP00000142031
ENSDART00000172702	ENSDARP00000133519
ENSDART00000172710	ENSDARP00000131734
ENSDART00000172753	ENSDARP00000142209
ENSDART00000172768	
ENSDART00000172779	ENSDARP00000142602
ENSDART00000172819	ENSDARP00000142474
ENSDART00000172834	ENSDARP00000142487
ENSDART00000172845	ENSDARP00000142518
ENSDART00000172866	
ENSDART00000172867	ENSDARP00000142199
ENSDART00000172876	ENSDARP00000142285
ENSDART00000172899	ENSDARP00000142470
ENSDART00000172923	ENSDARP00000142460
ENSDART00000172939	
ENSDART00000172958	ENSDARP00000142139
ENSDART00000172978	ENSDARP00000142072
ENSDART00000172980	ENSDARP00000142086
ENSDART00000172982	ENSDARP00000142204
ENSDART00000172995	ENSDARP00000142316
ENSDART00000173004	ENSDARP00000142192
ENSDART00000173036	ENSDARP00000142609
ENSDART00000173039	ENSDARP00000142383
ENSDART00000173073	ENSDARP00000142240
ENSDART00000173078	ENSDARP00000142624
ENSDART00000173090	ENSDARP00000142534
ENSDART00000173097	ENSDARP00000142444
ENSDART00000173099	ENSDARP00000142355
ENSDART00000173122	
ENSDART00000173130	
ENSDART00000173131	ENSDARP00000142061
ENSDART00000173132	ENSDARP00000142328
ENSDART00000173150	ENSDARP00000142176
ENSDART00000173156	ENSDARP00000142373
ENSDART00000173181	ENSDARP00000142150
ENSDART00000173184	ENSDARP00000142327
ENSDART00000173192	ENSDARP00000142528
ENSDART00000173201	ENSDARP00000142352
ENSDART00000173216	ENSDARP00000142073
ENSDART00000173227	ENSDARP00000142274
ENSDART00000173231	
ENSDART00000173236	ENSDARP00000142263
ENSDART00000173267	ENSDARP00000142196
