Transcript stable ID	Protein stable ID
ENSDART00000145991	ENSDARP00000122165
ENSDART00000145992	
ENSDART00000145997	
ENSDART00000146001	ENSDARP00000121429
ENSDART00000146004	ENSDARP00000115574
ENSDART00000146005	ENSDARP00000113119
ENSDART00000146010	ENSDARP00000114144
ENSDART00000146013	ENSDARP00000114949
ENSDART00000146014	ENSDARP00000128118
ENSDART00000146016	ENSDARP00000115080
ENSDART00000146020	
ENSDART00000146024	
ENSDART00000146026	ENSDARP00000122729
ENSDART00000146037	ENSDARP00000117121
ENSDART00000146039	
ENSDART00000146040	ENSDARP00000113339
ENSDART00000146042	ENSDARP00000117501
ENSDART00000146051	
ENSDART00000146056	ENSDARP00000115852
ENSDART00000146061	ENSDARP00000122309
ENSDART00000146062	ENSDARP00000115314
ENSDART00000146063	
ENSDART00000146067	ENSDARP00000122898
ENSDART00000146070	ENSDARP00000117208
ENSDART00000146074	
ENSDART00000146079	
ENSDART00000146087	
ENSDART00000146088	ENSDARP00000115030
ENSDART00000146093	ENSDARP00000121875
ENSDART00000146095	
ENSDART00000146097	ENSDARP00000123515
ENSDART00000146103	ENSDARP00000120152
ENSDART00000146114	ENSDARP00000123634
ENSDART00000146117	
ENSDART00000146123	ENSDARP00000120506
ENSDART00000146128	
ENSDART00000146134	ENSDARP00000118533
ENSDART00000146136	ENSDARP00000116310
ENSDART00000146140	
ENSDART00000146142	ENSDARP00000120770
ENSDART00000146148	ENSDARP00000122403
ENSDART00000146151	
ENSDART00000146163	ENSDARP00000120966
ENSDART00000146175	ENSDARP00000113715
ENSDART00000146183	
ENSDART00000146185	ENSDARP00000116500
ENSDART00000146189	ENSDARP00000123654
ENSDART00000146192	ENSDARP00000115253
ENSDART00000146209	ENSDARP00000112838
ENSDART00000146221	
ENSDART00000146240	ENSDARP00000116733
ENSDART00000146241	ENSDARP00000113858
ENSDART00000146265	ENSDARP00000121611
ENSDART00000146280	ENSDARP00000118928
ENSDART00000146285	ENSDARP00000120020
ENSDART00000146287	ENSDARP00000114380
ENSDART00000146298	
ENSDART00000146299	ENSDARP00000112770
ENSDART00000146309	ENSDARP00000120578
ENSDART00000146315	ENSDARP00000114359
ENSDART00000146321	ENSDARP00000117492
ENSDART00000146325	ENSDARP00000120464
ENSDART00000146329	
ENSDART00000146335	ENSDARP00000113970
ENSDART00000146336	
ENSDART00000146337	ENSDARP00000123460
ENSDART00000146353	
ENSDART00000146364	ENSDARP00000119445
ENSDART00000146368	ENSDARP00000118556
ENSDART00000146371	ENSDARP00000119769
ENSDART00000146376	ENSDARP00000114890
ENSDART00000146383	ENSDARP00000119153
ENSDART00000146386	
ENSDART00000146402	
ENSDART00000146415	ENSDARP00000118743
ENSDART00000146418	ENSDARP00000115340
ENSDART00000146424	ENSDARP00000116878
ENSDART00000146425	ENSDARP00000115867
ENSDART00000146431	ENSDARP00000117310
ENSDART00000146434	ENSDARP00000119414
ENSDART00000146435	
ENSDART00000146440	ENSDARP00000117563
ENSDART00000146451	ENSDARP00000117779
ENSDART00000146452	ENSDARP00000114808
ENSDART00000146455	
ENSDART00000146459	
ENSDART00000146474	
ENSDART00000146479	ENSDARP00000113851
ENSDART00000146480	ENSDARP00000117781
ENSDART00000146489	ENSDARP00000114805
ENSDART00000146490	
ENSDART00000146495	ENSDARP00000113355
ENSDART00000146503	
ENSDART00000146509	ENSDARP00000120744
ENSDART00000146510	
ENSDART00000146512	
ENSDART00000146516	
ENSDART00000146519	
ENSDART00000146524	ENSDARP00000123082
ENSDART00000146528	
ENSDART00000146531	ENSDARP00000114948
ENSDART00000146533	ENSDARP00000119969
ENSDART00000146541	ENSDARP00000123296
ENSDART00000146546	ENSDARP00000119902
ENSDART00000146548	
ENSDART00000146552	
ENSDART00000146557	ENSDARP00000114156
ENSDART00000146559	
ENSDART00000146564	ENSDARP00000119650
ENSDART00000146575	ENSDARP00000119715
ENSDART00000146581	ENSDARP00000118763
ENSDART00000146602	ENSDARP00000118457
ENSDART00000146605	ENSDARP00000114500
ENSDART00000146607	ENSDARP00000119302
ENSDART00000146610	ENSDARP00000116235
ENSDART00000146612	ENSDARP00000113328
ENSDART00000146619	ENSDARP00000119947
ENSDART00000146621	ENSDARP00000119740
ENSDART00000146628	
ENSDART00000146630	ENSDARP00000118432
ENSDART00000146632	ENSDARP00000119164
ENSDART00000146633	ENSDARP00000126402
ENSDART00000146634	
ENSDART00000146648	
ENSDART00000146651	ENSDARP00000116026
ENSDART00000146673	ENSDARP00000118421
ENSDART00000146677	ENSDARP00000117143
ENSDART00000146681	
ENSDART00000146687	
ENSDART00000146688	
ENSDART00000146689	
ENSDART00000146691	
ENSDART00000146692	ENSDARP00000123336
ENSDART00000146701	ENSDARP00000114951
ENSDART00000146711	ENSDARP00000122314
ENSDART00000146717	ENSDARP00000119520
ENSDART00000146719	ENSDARP00000120673
ENSDART00000146723	
ENSDART00000146724	
ENSDART00000146728	ENSDARP00000114536
ENSDART00000146729	
ENSDART00000146734	
ENSDART00000146747	ENSDARP00000122657
ENSDART00000146751	ENSDARP00000119590
ENSDART00000146762	ENSDARP00000115490
ENSDART00000146768	
ENSDART00000146775	ENSDARP00000119365
ENSDART00000146779	ENSDARP00000118404
ENSDART00000146786	ENSDARP00000112532
ENSDART00000146787	ENSDARP00000112870
ENSDART00000146788	ENSDARP00000123539
ENSDART00000146795	ENSDARP00000122442
ENSDART00000146797	
ENSDART00000146801	ENSDARP00000113820
ENSDART00000146803	ENSDARP00000118956
ENSDART00000146815	
ENSDART00000146820	ENSDARP00000113968
ENSDART00000146830	ENSDARP00000117778
ENSDART00000146840	ENSDARP00000121339
ENSDART00000146856	ENSDARP00000125707
ENSDART00000146857	
ENSDART00000146858	ENSDARP00000118005
ENSDART00000146859	ENSDARP00000116145
ENSDART00000146860	ENSDARP00000118122
ENSDART00000146870	ENSDARP00000113725
ENSDART00000146873	ENSDARP00000121377
ENSDART00000146882	ENSDARP00000114626
ENSDART00000146889	ENSDARP00000114637
ENSDART00000146893	ENSDARP00000122935
ENSDART00000146896	
ENSDART00000146901	ENSDARP00000123417
ENSDART00000146918	
ENSDART00000146935	ENSDARP00000117867
ENSDART00000146940	ENSDARP00000121053
ENSDART00000146946	ENSDARP00000117283
ENSDART00000146963	ENSDARP00000118812
ENSDART00000146964	ENSDARP00000123306
ENSDART00000146965	ENSDARP00000117319
ENSDART00000146967	ENSDARP00000116327
ENSDART00000146977	ENSDARP00000113541
ENSDART00000146980	
ENSDART00000147004	ENSDARP00000115525
ENSDART00000147007	ENSDARP00000119188
ENSDART00000147009	ENSDARP00000122083
ENSDART00000147012	
ENSDART00000147027	
ENSDART00000147030	ENSDARP00000118002
ENSDART00000147034	ENSDARP00000112722
ENSDART00000147036	ENSDARP00000119230
ENSDART00000147044	ENSDARP00000115398
ENSDART00000147053	ENSDARP00000125094
ENSDART00000147068	ENSDARP00000123342
ENSDART00000147070	ENSDARP00000120369
ENSDART00000147081	ENSDARP00000116198
ENSDART00000147089	ENSDARP00000118019
ENSDART00000147098	ENSDARP00000123516
ENSDART00000147099	ENSDARP00000116358
ENSDART00000147104	ENSDARP00000117411
ENSDART00000147105	ENSDARP00000114681
ENSDART00000147115	
ENSDART00000147116	ENSDARP00000113826
ENSDART00000147117	ENSDARP00000119510
ENSDART00000147121	
ENSDART00000147131	
ENSDART00000147140	ENSDARP00000114018
ENSDART00000147146	ENSDARP00000123523
ENSDART00000147154	ENSDARP00000122040
ENSDART00000147157	ENSDARP00000114236
ENSDART00000147165	ENSDARP00000112585
ENSDART00000147173	
ENSDART00000147181	
ENSDART00000147189	ENSDARP00000142931
ENSDART00000147202	ENSDARP00000116649
ENSDART00000147204	
ENSDART00000147207	ENSDARP00000118451
ENSDART00000147215	
ENSDART00000147216	ENSDARP00000119499
ENSDART00000147219	ENSDARP00000114581
ENSDART00000147220	
ENSDART00000147226	ENSDARP00000123046
ENSDART00000147236	ENSDARP00000117128
ENSDART00000147240	ENSDARP00000118957
ENSDART00000147242	
ENSDART00000147252	ENSDARP00000120439
ENSDART00000147255	
ENSDART00000147259	ENSDARP00000118370
ENSDART00000147273	
ENSDART00000147274	
ENSDART00000147285	ENSDARP00000117083
ENSDART00000147286	
ENSDART00000147289	
ENSDART00000147296	ENSDARP00000114059
ENSDART00000147299	ENSDARP00000117869
ENSDART00000147308	ENSDARP00000122948
ENSDART00000147310	
ENSDART00000147314	
ENSDART00000147320	
ENSDART00000147326	ENSDARP00000123269
ENSDART00000147348	ENSDARP00000122379
ENSDART00000147361	
ENSDART00000147368	ENSDARP00000112521
ENSDART00000147377	ENSDARP00000120148
ENSDART00000147382	ENSDARP00000120542
ENSDART00000147391	
ENSDART00000147392	
ENSDART00000147413	ENSDARP00000127323
ENSDART00000147414	ENSDARP00000122164
ENSDART00000147421	ENSDARP00000121996
ENSDART00000147424	
ENSDART00000147432	
ENSDART00000147441	ENSDARP00000119337
ENSDART00000147447	
ENSDART00000147448	ENSDARP00000120221
ENSDART00000147450	ENSDARP00000118328
ENSDART00000147451	ENSDARP00000114916
ENSDART00000147462	
ENSDART00000147464	ENSDARP00000116678
ENSDART00000147466	ENSDARP00000116774
ENSDART00000147478	
ENSDART00000147484	
ENSDART00000147493	
ENSDART00000147497	ENSDARP00000113535
ENSDART00000147498	ENSDARP00000114233
ENSDART00000147504	ENSDARP00000118968
ENSDART00000147505	
ENSDART00000147517	ENSDARP00000122128
ENSDART00000147519	ENSDARP00000113703
ENSDART00000147523	ENSDARP00000112658
ENSDART00000147527	ENSDARP00000121214
ENSDART00000147535	
ENSDART00000147539	ENSDARP00000120820
ENSDART00000147540	ENSDARP00000122547
ENSDART00000147542	ENSDARP00000120027
ENSDART00000147552	ENSDARP00000114197
ENSDART00000147553	ENSDARP00000122941
ENSDART00000147554	ENSDARP00000120671
ENSDART00000147564	ENSDARP00000119097
ENSDART00000147566	ENSDARP00000117636
ENSDART00000147569	ENSDARP00000118969
ENSDART00000147578	
ENSDART00000147584	ENSDARP00000114360
ENSDART00000147591	
ENSDART00000147597	ENSDARP00000120146
ENSDART00000147603	
ENSDART00000147606	ENSDARP00000119457
ENSDART00000147611	
ENSDART00000147613	ENSDARP00000115753
ENSDART00000147617	ENSDARP00000119990
ENSDART00000147619	ENSDARP00000113386
ENSDART00000147621	
ENSDART00000147627	ENSDARP00000114402
ENSDART00000147633	ENSDARP00000119574
ENSDART00000147634	ENSDARP00000112969
ENSDART00000147637	ENSDARP00000122875
ENSDART00000147644	ENSDARP00000114491
ENSDART00000147653	ENSDARP00000120507
ENSDART00000147658	ENSDARP00000113648
ENSDART00000147661	ENSDARP00000122468
ENSDART00000147662	ENSDARP00000113113
ENSDART00000147665	
ENSDART00000147667	
ENSDART00000147677	ENSDARP00000120855
ENSDART00000147693	
ENSDART00000147696	ENSDARP00000114327
ENSDART00000147698	
ENSDART00000147706	ENSDARP00000113555
ENSDART00000147727	
ENSDART00000147729	ENSDARP00000115960
ENSDART00000147730	ENSDARP00000122044
ENSDART00000147742	ENSDARP00000116533
ENSDART00000147745	
ENSDART00000147753	ENSDARP00000117960
ENSDART00000147754	
ENSDART00000147756	ENSDARP00000119476
ENSDART00000147768	ENSDARP00000121768
ENSDART00000147793	ENSDARP00000112983
ENSDART00000147796	ENSDARP00000121289
ENSDART00000147798	
ENSDART00000147800	ENSDARP00000121649
ENSDART00000147802	ENSDARP00000120596
ENSDART00000147820	ENSDARP00000113847
ENSDART00000147821	ENSDARP00000112876
ENSDART00000147826	ENSDARP00000120486
ENSDART00000147830	
ENSDART00000147839	ENSDARP00000121567
ENSDART00000147849	ENSDARP00000114929
ENSDART00000147862	
ENSDART00000147874	ENSDARP00000118102
ENSDART00000147876	
ENSDART00000147878	ENSDARP00000116717
ENSDART00000147884	ENSDARP00000114120
ENSDART00000147885	ENSDARP00000121302
ENSDART00000147890	ENSDARP00000114364
ENSDART00000147893	
ENSDART00000147900	ENSDARP00000119941
ENSDART00000147904	ENSDARP00000123048
ENSDART00000147905	ENSDARP00000115912
ENSDART00000147907	ENSDARP00000115476
ENSDART00000147912	ENSDARP00000112708
ENSDART00000147913	ENSDARP00000113936
ENSDART00000147915	ENSDARP00000118227
ENSDART00000147931	ENSDARP00000115563
ENSDART00000147934	
ENSDART00000147942	ENSDARP00000116605
ENSDART00000147945	ENSDARP00000121539
ENSDART00000147953	ENSDARP00000120410
ENSDART00000147956	
ENSDART00000147959	ENSDARP00000123481
ENSDART00000147963	ENSDARP00000120758
ENSDART00000147973	ENSDARP00000121590
ENSDART00000147975	ENSDARP00000121746
ENSDART00000147977	
ENSDART00000147978	ENSDARP00000123619
ENSDART00000147990	ENSDARP00000117780
ENSDART00000147991	ENSDARP00000114713
ENSDART00000147998	ENSDARP00000120287
ENSDART00000148019	ENSDARP00000121992
ENSDART00000148033	
ENSDART00000148038	ENSDARP00000123031
ENSDART00000148042	ENSDARP00000121393
ENSDART00000148044	ENSDARP00000123280
ENSDART00000148063	
ENSDART00000148066	ENSDARP00000114051
ENSDART00000148075	ENSDARP00000115143
ENSDART00000148079	ENSDARP00000118890
ENSDART00000148085	
ENSDART00000148090	ENSDARP00000118621
ENSDART00000148106	ENSDARP00000116960
ENSDART00000148107	ENSDARP00000118257
ENSDART00000148119	ENSDARP00000121585
ENSDART00000148125	ENSDARP00000119265
ENSDART00000148129	
ENSDART00000148138	ENSDARP00000120833
ENSDART00000148158	
ENSDART00000148160	ENSDARP00000112846
ENSDART00000148163	ENSDARP00000113099
ENSDART00000148175	ENSDARP00000123393
ENSDART00000148179	ENSDARP00000120859
ENSDART00000148195	ENSDARP00000113390
ENSDART00000148198	
ENSDART00000148206	ENSDARP00000121989
ENSDART00000148219	ENSDARP00000138546
ENSDART00000148227	ENSDARP00000116405
ENSDART00000148231	ENSDARP00000117108
ENSDART00000148233	ENSDARP00000117523
ENSDART00000148238	ENSDARP00000115440
ENSDART00000148245	ENSDARP00000121913
ENSDART00000148247	ENSDARP00000123143
ENSDART00000148258	ENSDARP00000114906
ENSDART00000148280	ENSDARP00000118798
ENSDART00000148290	ENSDARP00000120388
ENSDART00000148292	ENSDARP00000123021
ENSDART00000148302	
ENSDART00000148305	ENSDARP00000119934
ENSDART00000148323	ENSDARP00000116857
