Transcript stable ID	Protein stable ID
ENSDART00000159060	ENSDARP00000138955
ENSDART00000159115	ENSDARP00000142020
ENSDART00000159125	ENSDARP00000134559
ENSDART00000159160	ENSDARP00000138983
ENSDART00000159170	
ENSDART00000159198	ENSDARP00000130942
ENSDART00000159199	ENSDARP00000136657
ENSDART00000159250	ENSDARP00000139744
ENSDART00000159258	ENSDARP00000135226
ENSDART00000159306	ENSDARP00000138590
ENSDART00000159310	ENSDARP00000139373
ENSDART00000159325	ENSDARP00000140547
ENSDART00000159332	ENSDARP00000140423
ENSDART00000159340	
ENSDART00000159346	ENSDARP00000136077
ENSDART00000159350	ENSDARP00000138599
ENSDART00000159375	ENSDARP00000132471
ENSDART00000159380	
ENSDART00000159396	ENSDARP00000136490
ENSDART00000159410	ENSDARP00000132037
ENSDART00000159415	ENSDARP00000131468
ENSDART00000159426	ENSDARP00000136858
ENSDART00000159448	ENSDARP00000133802
ENSDART00000159450	ENSDARP00000133414
ENSDART00000159484	
ENSDART00000159517	ENSDARP00000135919
ENSDART00000159534	ENSDARP00000133429
ENSDART00000159536	ENSDARP00000135360
ENSDART00000159567	ENSDARP00000139269
ENSDART00000159579	
ENSDART00000159593	ENSDARP00000135223
ENSDART00000159604	ENSDARP00000131120
ENSDART00000159621	ENSDARP00000140008
ENSDART00000159678	ENSDARP00000130401
ENSDART00000159679	ENSDARP00000134062
ENSDART00000159680	ENSDARP00000137164
ENSDART00000159683	ENSDARP00000136629
ENSDART00000159691	
ENSDART00000159705	ENSDARP00000134769
ENSDART00000159720	ENSDARP00000131683
ENSDART00000159730	ENSDARP00000130817
ENSDART00000159751	ENSDARP00000141108
ENSDART00000159794	ENSDARP00000134319
ENSDART00000159809	ENSDARP00000136216
ENSDART00000159813	ENSDARP00000138063
ENSDART00000159814	ENSDARP00000139550
ENSDART00000159821	ENSDARP00000140579
ENSDART00000159826	ENSDARP00000136826
ENSDART00000159843	ENSDARP00000130655
ENSDART00000159870	ENSDARP00000137950
ENSDART00000159886	ENSDARP00000139691
ENSDART00000159926	ENSDARP00000130856
ENSDART00000159955	ENSDARP00000135887
ENSDART00000159970	ENSDARP00000130737
ENSDART00000160008	ENSDARP00000134788
ENSDART00000160025	ENSDARP00000131397
ENSDART00000160061	ENSDARP00000138929
ENSDART00000160083	ENSDARP00000136504
ENSDART00000160085	ENSDARP00000139130
ENSDART00000160114	ENSDARP00000137161
ENSDART00000160129	
ENSDART00000160138	ENSDARP00000136510
ENSDART00000160176	ENSDARP00000136497
ENSDART00000160178	ENSDARP00000139686
ENSDART00000160191	ENSDARP00000131876
ENSDART00000160222	ENSDARP00000136821
ENSDART00000160236	ENSDARP00000138474
ENSDART00000160237	ENSDARP00000130685
ENSDART00000160271	ENSDARP00000135202
ENSDART00000160289	ENSDARP00000134752
ENSDART00000160292	ENSDARP00000132378
ENSDART00000160314	ENSDARP00000130761
ENSDART00000160321	ENSDARP00000135976
ENSDART00000160323	ENSDARP00000136551
ENSDART00000160332	ENSDARP00000130423
ENSDART00000160350	ENSDARP00000131206
ENSDART00000160360	ENSDARP00000134751
ENSDART00000160372	ENSDARP00000133205
ENSDART00000160375	ENSDARP00000134617
ENSDART00000160411	ENSDARP00000138715
ENSDART00000160413	ENSDARP00000135963
ENSDART00000160485	ENSDARP00000134272
ENSDART00000160489	ENSDARP00000136988
ENSDART00000160511	ENSDARP00000140151
ENSDART00000160524	ENSDARP00000141514
ENSDART00000160553	ENSDARP00000131167
ENSDART00000160591	ENSDARP00000141788
ENSDART00000160603	ENSDARP00000136948
ENSDART00000160606	ENSDARP00000134364
ENSDART00000160664	ENSDARP00000139932
ENSDART00000160700	ENSDARP00000131585
ENSDART00000160722	ENSDARP00000135257
ENSDART00000160724	ENSDARP00000130050
ENSDART00000160731	ENSDARP00000141050
ENSDART00000160741	ENSDARP00000135556
ENSDART00000160753	ENSDARP00000136229
ENSDART00000160774	ENSDARP00000131248
ENSDART00000160784	ENSDARP00000136225
ENSDART00000160785	ENSDARP00000139783
ENSDART00000160796	ENSDARP00000131219
ENSDART00000160878	ENSDARP00000134417
ENSDART00000160894	ENSDARP00000139243
ENSDART00000160918	ENSDARP00000139807
ENSDART00000160950	ENSDARP00000135231
ENSDART00000160988	ENSDARP00000136771
ENSDART00000161006	ENSDARP00000136486
ENSDART00000161016	ENSDARP00000138316
ENSDART00000161028	ENSDARP00000141548
ENSDART00000161048	ENSDARP00000133267
ENSDART00000161051	ENSDARP00000131057
ENSDART00000161062	ENSDARP00000130988
ENSDART00000161068	ENSDARP00000135822
ENSDART00000161081	ENSDARP00000134479
ENSDART00000161082	ENSDARP00000135443
ENSDART00000161113	ENSDARP00000134197
ENSDART00000161117	ENSDARP00000131649
ENSDART00000161128	ENSDARP00000133025
ENSDART00000161143	ENSDARP00000136586
ENSDART00000161145	ENSDARP00000139894
ENSDART00000161160	ENSDARP00000130948
ENSDART00000161224	ENSDARP00000139725
ENSDART00000161226	ENSDARP00000131571
ENSDART00000161270	ENSDARP00000138779
ENSDART00000161298	ENSDARP00000136097
