Transcript stable ID	Protein stable ID
ENSDART00000111774	ENSDARP00000099447
ENSDART00000111796	ENSDARP00000098376
ENSDART00000111810	ENSDARP00000099673
ENSDART00000111852	ENSDARP00000101022
ENSDART00000111853	ENSDARP00000102905
ENSDART00000111858	ENSDARP00000103369
ENSDART00000111877	ENSDARP00000101360
ENSDART00000111882	ENSDARP00000103617
ENSDART00000111907	ENSDARP00000098393
ENSDART00000111952	ENSDARP00000101911
ENSDART00000111956	ENSDARP00000100378
ENSDART00000111962	ENSDARP00000102804
ENSDART00000111966	ENSDARP00000101793
ENSDART00000111976	ENSDARP00000103888
ENSDART00000111981	ENSDARP00000097939
ENSDART00000112019	ENSDARP00000101721
ENSDART00000112028	ENSDARP00000099034
ENSDART00000112079	ENSDARP00000099595
ENSDART00000112095	ENSDARP00000103413
ENSDART00000112099	ENSDARP00000098456
ENSDART00000112109	ENSDARP00000104347
ENSDART00000112119	ENSDARP00000099059
ENSDART00000112125	ENSDARP00000099574
ENSDART00000112146	ENSDARP00000098592
ENSDART00000112149	ENSDARP00000098706
ENSDART00000112165	ENSDARP00000099330
ENSDART00000112166	ENSDARP00000097542
ENSDART00000112167	ENSDARP00000098626
ENSDART00000112169	ENSDARP00000102928
ENSDART00000112183	ENSDARP00000103052
ENSDART00000112201	ENSDARP00000100707
ENSDART00000112210	ENSDARP00000099969
ENSDART00000112236	ENSDARP00000099731
ENSDART00000112238	ENSDARP00000098747
ENSDART00000112243	ENSDARP00000098081
ENSDART00000112254	ENSDARP00000103566
ENSDART00000112256	ENSDARP00000101036
ENSDART00000112263	ENSDARP00000103670
ENSDART00000112268	ENSDARP00000098254
ENSDART00000112287	ENSDARP00000099100
ENSDART00000112290	ENSDARP00000101116
ENSDART00000112312	ENSDARP00000099188
ENSDART00000112313	
ENSDART00000112328	ENSDARP00000099219
ENSDART00000112342	ENSDARP00000102333
ENSDART00000112345	ENSDARP00000102111
ENSDART00000112348	ENSDARP00000099230
ENSDART00000112375	ENSDARP00000098433
ENSDART00000112377	ENSDARP00000102425
ENSDART00000112389	ENSDARP00000124457
ENSDART00000112398	ENSDARP00000099038
ENSDART00000112407	ENSDARP00000098248
ENSDART00000112415	ENSDARP00000099119
ENSDART00000112445	ENSDARP00000100006
ENSDART00000112450	ENSDARP00000099909
ENSDART00000112451	ENSDARP00000124746
ENSDART00000112453	ENSDARP00000102577
ENSDART00000112455	ENSDARP00000102435
ENSDART00000112470	ENSDARP00000097967
ENSDART00000112483	ENSDARP00000100795
ENSDART00000112488	ENSDARP00000100503
ENSDART00000112511	ENSDARP00000099189
ENSDART00000112516	ENSDARP00000099904
ENSDART00000112543	ENSDARP00000103850
ENSDART00000112553	ENSDARP00000100116
ENSDART00000112589	ENSDARP00000101723
ENSDART00000112598	ENSDARP00000098303
ENSDART00000112623	ENSDARP00000102785
ENSDART00000112653	ENSDARP00000097777
ENSDART00000112664	ENSDARP00000099451
ENSDART00000112665	ENSDARP00000103234
ENSDART00000112668	ENSDARP00000101935
ENSDART00000112692	ENSDARP00000100247
ENSDART00000112721	ENSDARP00000103535
ENSDART00000112730	ENSDARP00000103995
ENSDART00000112746	ENSDARP00000103275
ENSDART00000112758	ENSDARP00000103714
ENSDART00000112765	ENSDARP00000101844
ENSDART00000112771	ENSDARP00000103808
ENSDART00000112777	ENSDARP00000099046
ENSDART00000112778	ENSDARP00000099273
ENSDART00000112782	ENSDARP00000101583
ENSDART00000112789	ENSDARP00000141599
ENSDART00000112795	ENSDARP00000099581
ENSDART00000112803	ENSDARP00000098826
ENSDART00000112820	ENSDARP00000099938
ENSDART00000112839	ENSDARP00000102057
ENSDART00000112840	ENSDARP00000100933
ENSDART00000112848	ENSDARP00000099726
ENSDART00000112850	ENSDARP00000103806
ENSDART00000112853	ENSDARP00000101503
ENSDART00000112860	ENSDARP00000098627
ENSDART00000112869	ENSDARP00000102164
ENSDART00000112874	ENSDARP00000097772
ENSDART00000112879	ENSDARP00000099401
ENSDART00000112880	ENSDARP00000103548
ENSDART00000112908	ENSDARP00000100297
ENSDART00000112909	ENSDARP00000102508
ENSDART00000112930	ENSDARP00000101153
ENSDART00000112941	ENSDARP00000102353
ENSDART00000112946	ENSDARP00000103967
ENSDART00000112958	ENSDARP00000101971
ENSDART00000112967	ENSDARP00000097554
ENSDART00000112980	ENSDARP00000097569
ENSDART00000113012	ENSDARP00000104188
ENSDART00000113013	ENSDARP00000100652
ENSDART00000113014	ENSDARP00000097746
ENSDART00000113021	ENSDARP00000101025
ENSDART00000113026	ENSDARP00000101373
ENSDART00000113037	ENSDARP00000098457
ENSDART00000113049	ENSDARP00000097695
ENSDART00000113058	ENSDARP00000099707
ENSDART00000113061	ENSDARP00000104106
ENSDART00000113101	ENSDARP00000104253
ENSDART00000113111	ENSDARP00000099755
ENSDART00000113120	ENSDARP00000100182
ENSDART00000113132	ENSDARP00000103920
ENSDART00000113140	ENSDARP00000125909
ENSDART00000113142	ENSDARP00000103138
ENSDART00000113146	ENSDARP00000101476
ENSDART00000113148	ENSDARP00000140909
ENSDART00000113173	ENSDARP00000104086
ENSDART00000113175	ENSDARP00000098190
ENSDART00000113176	ENSDARP00000103149
ENSDART00000113179	ENSDARP00000103343
ENSDART00000113199	ENSDARP00000102483
ENSDART00000113215	ENSDARP00000097932
ENSDART00000113224	ENSDARP00000102226
ENSDART00000113232	ENSDARP00000103910
ENSDART00000113266	ENSDARP00000099029
ENSDART00000113285	ENSDARP00000102349
ENSDART00000113286	ENSDARP00000101389
ENSDART00000113294	ENSDARP00000101650
ENSDART00000113301	ENSDARP00000102048
ENSDART00000113311	ENSDARP00000097619
ENSDART00000113313	ENSDARP00000100317
ENSDART00000113314	ENSDARP00000099358
ENSDART00000113316	ENSDARP00000097730
ENSDART00000113331	ENSDARP00000097830
ENSDART00000113332	ENSDARP00000102414
ENSDART00000113351	ENSDARP00000103943
ENSDART00000113353	ENSDARP00000099561
ENSDART00000113367	ENSDARP00000099495
ENSDART00000113375	ENSDARP00000103819
ENSDART00000113382	ENSDARP00000103574
ENSDART00000113395	ENSDARP00000098138
ENSDART00000113414	ENSDARP00000099224
ENSDART00000113429	ENSDARP00000100254
ENSDART00000113441	ENSDARP00000097960
ENSDART00000113458	ENSDARP00000102996
ENSDART00000113467	ENSDARP00000102130
ENSDART00000113470	ENSDARP00000102386
ENSDART00000113479	ENSDARP00000100484
ENSDART00000113483	ENSDARP00000101787
ENSDART00000113489	ENSDARP00000102916
ENSDART00000113494	ENSDARP00000101638
ENSDART00000113505	ENSDARP00000104211
ENSDART00000113508	ENSDARP00000098055
ENSDART00000113511	ENSDARP00000102219
ENSDART00000113516	ENSDARP00000099169
ENSDART00000113524	ENSDARP00000098755
ENSDART00000113542	ENSDARP00000102784
ENSDART00000113547	ENSDARP00000099340
ENSDART00000113567	ENSDARP00000100039
ENSDART00000113580	ENSDARP00000100904
ENSDART00000113581	ENSDARP00000101828
ENSDART00000113585	ENSDARP00000100244
ENSDART00000113609	ENSDARP00000101197
ENSDART00000113616	ENSDARP00000100463
ENSDART00000113630	ENSDARP00000101576
ENSDART00000113642	ENSDARP00000101139
ENSDART00000113643	ENSDARP00000102730
ENSDART00000113644	ENSDARP00000100792
ENSDART00000113658	ENSDARP00000102675
ENSDART00000113668	ENSDARP00000103045
ENSDART00000113697	ENSDARP00000103599
ENSDART00000113702	ENSDARP00000101061
ENSDART00000113706	ENSDARP00000097969
ENSDART00000113711	ENSDARP00000101365
ENSDART00000113716	ENSDARP00000098599
ENSDART00000113726	ENSDARP00000099922
ENSDART00000113735	ENSDARP00000103031
ENSDART00000113738	ENSDARP00000102553
ENSDART00000113744	ENSDARP00000101802
ENSDART00000113746	ENSDARP00000098986
ENSDART00000113757	ENSDARP00000103131
ENSDART00000113764	ENSDARP00000101711
ENSDART00000113793	ENSDARP00000100711
ENSDART00000113795	ENSDARP00000101728
ENSDART00000113803	ENSDARP00000099080
ENSDART00000113806	ENSDARP00000110440
ENSDART00000113829	ENSDARP00000100481
ENSDART00000113837	ENSDARP00000098580
ENSDART00000113843	ENSDARP00000099958
ENSDART00000113849	ENSDARP00000104118
ENSDART00000113870	ENSDARP00000102749
ENSDART00000113883	ENSDARP00000102470
ENSDART00000113899	ENSDARP00000102229
ENSDART00000113911	ENSDARP00000098869
ENSDART00000113912	ENSDARP00000100022
ENSDART00000113924	ENSDARP00000102300
ENSDART00000113930	ENSDARP00000100410
ENSDART00000113986	ENSDARP00000100834
ENSDART00000113993	ENSDARP00000101833
ENSDART00000114000	ENSDARP00000101204
ENSDART00000114008	ENSDARP00000097641
ENSDART00000114018	ENSDARP00000099876
ENSDART00000114026	ENSDARP00000103690
ENSDART00000114043	ENSDARP00000101930
ENSDART00000114067	ENSDARP00000101095
ENSDART00000114076	ENSDARP00000097722
ENSDART00000114079	ENSDARP00000098853
ENSDART00000114080	ENSDARP00000102474
ENSDART00000114081	ENSDARP00000100321
ENSDART00000114083	ENSDARP00000103362
ENSDART00000114096	ENSDARP00000098075
ENSDART00000114099	ENSDARP00000100591
ENSDART00000114136	ENSDARP00000102210
ENSDART00000114148	ENSDARP00000101657
ENSDART00000114158	ENSDARP00000100609
ENSDART00000114168	ENSDARP00000098022
ENSDART00000114177	ENSDARP00000098864
ENSDART00000114181	ENSDARP00000101441
ENSDART00000114182	ENSDARP00000099036
ENSDART00000114190	ENSDARP00000099629
ENSDART00000114203	ENSDARP00000099510
ENSDART00000114204	ENSDARP00000101045
ENSDART00000114205	ENSDARP00000100879
ENSDART00000114212	ENSDARP00000101181
ENSDART00000114217	ENSDARP00000103365
ENSDART00000114225	ENSDARP00000098897
ENSDART00000114248	ENSDARP00000098337
ENSDART00000114260	ENSDARP00000101246
ENSDART00000114266	ENSDARP00000097627
ENSDART00000114313	ENSDARP00000101544
ENSDART00000114316	ENSDARP00000103258
ENSDART00000114323	ENSDARP00000103276
ENSDART00000114330	ENSDARP00000101938
ENSDART00000114343	ENSDARP00000104162
ENSDART00000114352	ENSDARP00000101921
ENSDART00000114378	ENSDARP00000101492
ENSDART00000114384	ENSDARP00000104010
ENSDART00000114385	ENSDARP00000104192
ENSDART00000114407	ENSDARP00000102406
ENSDART00000114423	ENSDARP00000098662
ENSDART00000114427	ENSDARP00000099019
ENSDART00000114435	ENSDARP00000097843
ENSDART00000114442	ENSDARP00000101528
ENSDART00000114448	ENSDARP00000101160
ENSDART00000114466	ENSDARP00000100761
ENSDART00000114467	ENSDARP00000099736
ENSDART00000114473	ENSDARP00000099529
ENSDART00000114492	ENSDARP00000098309
ENSDART00000114495	ENSDARP00000102837
ENSDART00000114506	ENSDARP00000102075
ENSDART00000114524	ENSDARP00000099474
ENSDART00000114528	ENSDARP00000099918
ENSDART00000114529	ENSDARP00000098039
ENSDART00000114532	ENSDARP00000099992
ENSDART00000114544	ENSDARP00000098003
ENSDART00000114552	ENSDARP00000101972
ENSDART00000114560	ENSDARP00000102724
ENSDART00000114601	ENSDARP00000101162
ENSDART00000114611	ENSDARP00000102186
ENSDART00000114613	ENSDARP00000104026
ENSDART00000114642	ENSDARP00000101430
ENSDART00000114671	ENSDARP00000097831
ENSDART00000114677	ENSDARP00000099148
ENSDART00000114678	ENSDARP00000098689
ENSDART00000114701	ENSDARP00000103515
ENSDART00000114714	ENSDARP00000101836
ENSDART00000114715	ENSDARP00000099596
ENSDART00000114723	ENSDARP00000100483
ENSDART00000114746	ENSDARP00000098310
ENSDART00000114759	ENSDARP00000103186
ENSDART00000114777	ENSDARP00000098947
ENSDART00000114779	ENSDARP00000102840
ENSDART00000114792	ENSDARP00000098968
ENSDART00000114805	ENSDARP00000099991
ENSDART00000114807	ENSDARP00000102815
ENSDART00000114811	ENSDARP00000101268
ENSDART00000114814	ENSDARP00000102619
ENSDART00000114824	ENSDARP00000103209
ENSDART00000114854	ENSDARP00000099898
ENSDART00000114857	ENSDARP00000103385
ENSDART00000114873	ENSDARP00000100969
ENSDART00000114885	ENSDARP00000103212
ENSDART00000114906	ENSDARP00000098040
ENSDART00000114937	ENSDARP00000100206
ENSDART00000114944	ENSDARP00000103640
ENSDART00000114954	ENSDARP00000100132
ENSDART00000114977	ENSDARP00000099696
ENSDART00000114981	ENSDARP00000097803
ENSDART00000114983	ENSDARP00000100300
ENSDART00000114992	ENSDARP00000103444
ENSDART00000114996	ENSDARP00000098809
ENSDART00000114998	ENSDARP00000099044
ENSDART00000115005	ENSDARP00000097684
ENSDART00000115010	ENSDARP00000103810
ENSDART00000115011	ENSDARP00000102505
ENSDART00000115023	ENSDARP00000102096
ENSDART00000115025	ENSDARP00000104190
ENSDART00000115031	ENSDARP00000103971
ENSDART00000115032	ENSDARP00000097918
ENSDART00000115044	ENSDARP00000104037
ENSDART00000115045	
ENSDART00000115049	ENSDARP00000102798
ENSDART00000115051	ENSDARP00000102351
ENSDART00000115058	ENSDARP00000099035
ENSDART00000115062	ENSDARP00000099321
ENSDART00000115071	ENSDARP00000100393
ENSDART00000115071	ENSDARP00000100393
ENSDART00000115071	ENSDARP00000100393
ENSDART00000115071	ENSDARP00000100393
ENSDART00000115078	ENSDARP00000101504
ENSDART00000115090	ENSDARP00000104098
ENSDART00000115117	ENSDARP00000101616
ENSDART00000115121	ENSDARP00000100078
ENSDART00000115123	ENSDARP00000101990
ENSDART00000115128	ENSDARP00000100330
ENSDART00000115136	ENSDARP00000100292
ENSDART00000115178	ENSDARP00000098151
ENSDART00000115182	ENSDARP00000102382
ENSDART00000115189	ENSDARP00000103592
ENSDART00000115210	ENSDARP00000098054
ENSDART00000115221	ENSDARP00000103292
ENSDART00000115233	ENSDARP00000100883
ENSDART00000115237	ENSDARP00000100986
ENSDART00000115249	ENSDARP00000101288
ENSDART00000115255	ENSDARP00000100489
ENSDART00000115263	ENSDARP00000102028
ENSDART00000115265	ENSDARP00000103465
ENSDART00000115276	ENSDARP00000103211
ENSDART00000115279	ENSDARP00000103428
ENSDART00000115296	ENSDARP00000102907
ENSDART00000115298	ENSDARP00000104090
ENSDART00000115299	ENSDARP00000102646
ENSDART00000115307	ENSDARP00000098135
ENSDART00000115321	ENSDARP00000101996
ENSDART00000115330	ENSDARP00000099187
ENSDART00000115355	ENSDARP00000104388
ENSDART00000115365	ENSDARP00000102326
ENSDART00000115367	ENSDARP00000103414
ENSDART00000115388	ENSDARP00000102660
ENSDART00000115417	ENSDARP00000097985
ENSDART00000115419	ENSDARP00000104417
ENSDART00000115420	ENSDARP00000102413
ENSDART00000115579	
ENSDART00000115608	
ENSDART00000115614	
ENSDART00000115799	
ENSDART00000115860	
ENSDART00000115891	
ENSDART00000115986	
ENSDART00000116220	
ENSDART00000116357	ENSDARP00000107032
ENSDART00000116379	
ENSDART00000116507	
ENSDART00000116727	
ENSDART00000116744	
ENSDART00000116784	
ENSDART00000116832	
ENSDART00000116955	
ENSDART00000117232	
ENSDART00000117281	
ENSDART00000117314	
ENSDART00000117382	
ENSDART00000117387	
ENSDART00000117420	
ENSDART00000117529	
ENSDART00000117559	
ENSDART00000117564	
ENSDART00000117613	
ENSDART00000117793	
ENSDART00000117868	
ENSDART00000117934	
ENSDART00000118095	
ENSDART00000118106	
ENSDART00000118162	
ENSDART00000118384	
ENSDART00000118490	
ENSDART00000118536	
ENSDART00000118563	
ENSDART00000118615	
ENSDART00000118656	
ENSDART00000118771	
ENSDART00000119184	
ENSDART00000119226	
ENSDART00000119285	
ENSDART00000119523	
ENSDART00000119609	
ENSDART00000119849	
ENSDART00000120028	
ENSDART00000120256	
ENSDART00000120691	
ENSDART00000120885	
ENSDART00000120957	
ENSDART00000121225	
ENSDART00000121265	
ENSDART00000121429	ENSDARP00000107253
ENSDART00000121431	ENSDARP00000105402
ENSDART00000121439	ENSDARP00000111312
ENSDART00000121468	ENSDARP00000112091
ENSDART00000121473	ENSDARP00000105412
ENSDART00000121475	ENSDARP00000104574
ENSDART00000121480	ENSDARP00000111830
ENSDART00000121489	ENSDARP00000109123
ENSDART00000121503	ENSDARP00000105392
ENSDART00000121509	ENSDARP00000111319
ENSDART00000121527	ENSDARP00000106073
ENSDART00000121531	ENSDARP00000105782
ENSDART00000121545	ENSDARP00000112377
ENSDART00000121552	ENSDARP00000108062
ENSDART00000121553	ENSDARP00000106113
ENSDART00000121562	ENSDARP00000111349
ENSDART00000121574	ENSDARP00000105937
ENSDART00000121586	ENSDARP00000108570
ENSDART00000121598	ENSDARP00000111415
