Transcript stable ID	Protein stable ID
ENSDART00000133598	
ENSDART00000133599	ENSDARP00000113326
ENSDART00000133602	
ENSDART00000133603	ENSDARP00000125492
ENSDART00000133606	ENSDARP00000123545
ENSDART00000133616	ENSDARP00000116787
ENSDART00000133622	
ENSDART00000133624	ENSDARP00000116986
ENSDART00000133632	
ENSDART00000133643	ENSDARP00000118013
ENSDART00000133672	
ENSDART00000133677	ENSDARP00000119393
ENSDART00000133708	ENSDARP00000121185
ENSDART00000133709	ENSDARP00000113166
ENSDART00000133710	ENSDARP00000113096
ENSDART00000133715	ENSDARP00000117736
ENSDART00000133719	ENSDARP00000123690
ENSDART00000133721	ENSDARP00000114107
ENSDART00000133724	
ENSDART00000133732	
ENSDART00000133735	ENSDARP00000119475
ENSDART00000133743	ENSDARP00000122850
ENSDART00000133754	
ENSDART00000133755	ENSDARP00000115420
ENSDART00000133760	ENSDARP00000120202
ENSDART00000133763	ENSDARP00000114560
ENSDART00000133767	ENSDARP00000119444
ENSDART00000133781	
ENSDART00000133797	ENSDARP00000118248
ENSDART00000133802	ENSDARP00000117136
ENSDART00000133804	ENSDARP00000118428
ENSDART00000133821	ENSDARP00000113974
ENSDART00000133823	ENSDARP00000124493
ENSDART00000133826	
ENSDART00000133835	ENSDARP00000123938
ENSDART00000133854	ENSDARP00000120808
ENSDART00000133859	ENSDARP00000113978
ENSDART00000133860	ENSDARP00000118472
ENSDART00000133861	ENSDARP00000121948
ENSDART00000133874	ENSDARP00000118615
ENSDART00000133875	
ENSDART00000133876	ENSDARP00000123071
ENSDART00000133881	
ENSDART00000133886	ENSDARP00000116176
ENSDART00000133896	
ENSDART00000133898	ENSDARP00000115737
ENSDART00000133899	
ENSDART00000133902	ENSDARP00000119688
ENSDART00000133904	ENSDARP00000122942
ENSDART00000133905	ENSDARP00000117212
ENSDART00000133911	
ENSDART00000133919	
ENSDART00000133955	ENSDARP00000115527
ENSDART00000133970	
ENSDART00000133972	
ENSDART00000133976	ENSDARP00000114555
ENSDART00000133979	ENSDARP00000122525
ENSDART00000133981	ENSDARP00000113898
ENSDART00000133982	ENSDARP00000120091
ENSDART00000133988	ENSDARP00000117921
ENSDART00000134018	
ENSDART00000134020	
ENSDART00000134026	ENSDARP00000118552
ENSDART00000134032	ENSDARP00000124932
ENSDART00000134033	
ENSDART00000134034	ENSDARP00000123300
ENSDART00000134037	ENSDARP00000118795
ENSDART00000134041	
ENSDART00000134045	
ENSDART00000134046	
ENSDART00000134048	
ENSDART00000134064	ENSDARP00000121877
ENSDART00000134069	ENSDARP00000119581
ENSDART00000134075	ENSDARP00000120379
ENSDART00000134077	ENSDARP00000117947
ENSDART00000134084	ENSDARP00000113411
ENSDART00000134086	
ENSDART00000134087	ENSDARP00000122257
ENSDART00000134091	ENSDARP00000123192
ENSDART00000134094	ENSDARP00000120589
ENSDART00000134102	ENSDARP00000121297
ENSDART00000134105	ENSDARP00000118418
ENSDART00000134113	
ENSDART00000134120	ENSDARP00000113242
ENSDART00000134121	ENSDARP00000113910
ENSDART00000134122	ENSDARP00000121285
ENSDART00000134144	ENSDARP00000115782
ENSDART00000134146	ENSDARP00000118245
ENSDART00000134149	ENSDARP00000122517
ENSDART00000134153	ENSDARP00000116770
ENSDART00000134171	ENSDARP00000114208
ENSDART00000134173	ENSDARP00000114739
ENSDART00000134176	ENSDARP00000118693
ENSDART00000134178	ENSDARP00000135932
ENSDART00000134189	ENSDARP00000122531
ENSDART00000134190	ENSDARP00000119088
ENSDART00000134200	ENSDARP00000116340
ENSDART00000134206	ENSDARP00000113545
ENSDART00000134215	ENSDARP00000119664
ENSDART00000134218	ENSDARP00000119906
ENSDART00000134222	ENSDARP00000118478
ENSDART00000134228	
ENSDART00000134229	ENSDARP00000112751
ENSDART00000134245	
ENSDART00000134253	
ENSDART00000134255	ENSDARP00000117221
ENSDART00000134265	ENSDARP00000121225
ENSDART00000134266	ENSDARP00000113739
ENSDART00000134268	ENSDARP00000114537
ENSDART00000134272	ENSDARP00000112576
ENSDART00000134280	ENSDARP00000125582
ENSDART00000134284	
ENSDART00000134291	
ENSDART00000134293	ENSDARP00000116763
ENSDART00000134302	
ENSDART00000134305	ENSDARP00000118320
ENSDART00000134317	
ENSDART00000134337	ENSDARP00000121614
ENSDART00000134343	ENSDARP00000115270
ENSDART00000134345	
ENSDART00000134347	ENSDARP00000122091
ENSDART00000134348	
ENSDART00000134354	
ENSDART00000134358	
ENSDART00000134361	
ENSDART00000134362	ENSDARP00000122563
ENSDART00000134365	ENSDARP00000114256
ENSDART00000134366	
ENSDART00000134370	ENSDARP00000114953
ENSDART00000134371	ENSDARP00000122372
ENSDART00000134382	ENSDARP00000123384
ENSDART00000134383	ENSDARP00000114650
ENSDART00000134399	ENSDARP00000114830
ENSDART00000134406	
ENSDART00000134416	ENSDARP00000112595
ENSDART00000134447	ENSDARP00000114420
ENSDART00000134470	ENSDARP00000118056
ENSDART00000134482	ENSDARP00000118728
ENSDART00000134492	ENSDARP00000118624
ENSDART00000134494	ENSDARP00000119484
ENSDART00000134506	ENSDARP00000139733
ENSDART00000134514	ENSDARP00000120295
ENSDART00000134533	ENSDARP00000121068
ENSDART00000134538	
ENSDART00000134542	ENSDARP00000116773
ENSDART00000134554	ENSDARP00000113335
ENSDART00000134560	ENSDARP00000119495
ENSDART00000134562	
ENSDART00000134587	ENSDARP00000115464
ENSDART00000134595	ENSDARP00000113921
ENSDART00000134597	ENSDARP00000117687
ENSDART00000134598	ENSDARP00000114888
ENSDART00000134599	ENSDARP00000115089
ENSDART00000134603	ENSDARP00000112963
ENSDART00000134604	
ENSDART00000134605	ENSDARP00000116431
ENSDART00000134617	ENSDARP00000118803
ENSDART00000134624	ENSDARP00000120003
ENSDART00000134630	ENSDARP00000119367
ENSDART00000134645	ENSDARP00000123197
ENSDART00000134652	ENSDARP00000117620
ENSDART00000134658	ENSDARP00000121604
ENSDART00000134660	ENSDARP00000121496
ENSDART00000134661	ENSDARP00000116055
ENSDART00000134664	ENSDARP00000121954
ENSDART00000134665	ENSDARP00000123314
ENSDART00000134677	ENSDARP00000114660
ENSDART00000134678	ENSDARP00000113006
ENSDART00000134682	ENSDARP00000121272
ENSDART00000134691	
ENSDART00000134708	ENSDARP00000120177
ENSDART00000134718	ENSDARP00000121136
ENSDART00000134719	ENSDARP00000112980
ENSDART00000134722	
ENSDART00000134735	ENSDARP00000121390
ENSDART00000134740	ENSDARP00000117937
ENSDART00000134741	ENSDARP00000121072
ENSDART00000134742	
ENSDART00000134746	ENSDARP00000122841
ENSDART00000134747	
ENSDART00000134768	ENSDARP00000115609
ENSDART00000134780	ENSDARP00000121683
ENSDART00000134783	
ENSDART00000134785	ENSDARP00000116027
ENSDART00000134792	
ENSDART00000134796	
ENSDART00000134798	ENSDARP00000122775
ENSDART00000134801	ENSDARP00000113130
ENSDART00000134809	ENSDARP00000119156
ENSDART00000134810	
ENSDART00000134811	ENSDARP00000115242
ENSDART00000134820	ENSDARP00000120014
ENSDART00000134822	ENSDARP00000121659
ENSDART00000134831	ENSDARP00000122797
ENSDART00000134833	
ENSDART00000134851	ENSDARP00000123653
ENSDART00000134866	ENSDARP00000123244
ENSDART00000134878	
ENSDART00000134890	ENSDARP00000119897
ENSDART00000134900	ENSDARP00000126786
ENSDART00000134902	
ENSDART00000134912	ENSDARP00000121193
ENSDART00000134915	ENSDARP00000115859
ENSDART00000134918	ENSDARP00000118509
ENSDART00000134924	
ENSDART00000134944	ENSDARP00000116904
ENSDART00000134947	ENSDARP00000118996
ENSDART00000134948	
ENSDART00000134954	ENSDARP00000121824
ENSDART00000134958	ENSDARP00000112816
ENSDART00000134969	ENSDARP00000112911
ENSDART00000134984	
ENSDART00000134988	ENSDARP00000122290
ENSDART00000134995	
ENSDART00000135000	ENSDARP00000114807
ENSDART00000135021	
ENSDART00000135023	ENSDARP00000122135
ENSDART00000135030	ENSDARP00000112652
ENSDART00000135035	ENSDARP00000118271
ENSDART00000135040	ENSDARP00000112522
ENSDART00000135042	ENSDARP00000115630
ENSDART00000135060	ENSDARP00000119149
ENSDART00000135076	ENSDARP00000120788
ENSDART00000135086	ENSDARP00000114137
ENSDART00000135088	ENSDARP00000121544
ENSDART00000135091	ENSDARP00000123073
ENSDART00000135099	ENSDARP00000117192
ENSDART00000135121	ENSDARP00000123635
ENSDART00000135122	ENSDARP00000113150
ENSDART00000135123	
ENSDART00000135124	ENSDARP00000117266
ENSDART00000135131	ENSDARP00000123203
ENSDART00000135138	ENSDARP00000123610
ENSDART00000135147	ENSDARP00000119255
ENSDART00000135153	ENSDARP00000121850
ENSDART00000135155	ENSDARP00000113794
ENSDART00000135164	ENSDARP00000121990
ENSDART00000135166	ENSDARP00000115638
ENSDART00000135177	ENSDARP00000116156
ENSDART00000135191	ENSDARP00000116374
ENSDART00000135206	ENSDARP00000121469
