Transcript stable ID	Protein stable ID
ENSDART00000062968	ENSDARP00000062967
ENSDART00000062993	ENSDARP00000062992
ENSDART00000063013	ENSDARP00000063012
ENSDART00000063024	ENSDARP00000063023
ENSDART00000063052	ENSDARP00000063051
ENSDART00000063075	ENSDARP00000063074
ENSDART00000063115	ENSDARP00000063114
ENSDART00000063133	ENSDARP00000063132
ENSDART00000063135	ENSDARP00000063134
ENSDART00000063147	ENSDARP00000063146
ENSDART00000063150	ENSDARP00000063149
ENSDART00000063151	ENSDARP00000063150
ENSDART00000063152	ENSDARP00000063151
ENSDART00000063157	ENSDARP00000063156
ENSDART00000063244	ENSDARP00000063243
ENSDART00000063285	ENSDARP00000063284
ENSDART00000063318	ENSDARP00000063317
ENSDART00000063357	ENSDARP00000063356
ENSDART00000063400	ENSDARP00000063399
ENSDART00000063418	ENSDARP00000063417
ENSDART00000063425	ENSDARP00000063424
ENSDART00000063434	ENSDARP00000063433
ENSDART00000063478	ENSDARP00000063477
ENSDART00000063523	ENSDARP00000063522
ENSDART00000063539	ENSDARP00000063538
ENSDART00000063544	ENSDARP00000063543
ENSDART00000063545	ENSDARP00000063544
ENSDART00000063564	ENSDARP00000063563
ENSDART00000063568	ENSDARP00000063567
ENSDART00000063572	ENSDARP00000063571
ENSDART00000063577	ENSDARP00000063576
ENSDART00000063578	ENSDARP00000063577
ENSDART00000063592	ENSDARP00000063591
ENSDART00000063615	ENSDARP00000063614
ENSDART00000063621	ENSDARP00000063620
ENSDART00000063648	ENSDARP00000063647
ENSDART00000063696	ENSDARP00000063695
ENSDART00000063708	ENSDARP00000063707
ENSDART00000063714	ENSDARP00000063713
ENSDART00000063717	ENSDARP00000063716
ENSDART00000063777	ENSDARP00000063776
ENSDART00000063786	ENSDARP00000063785
ENSDART00000063806	ENSDARP00000063805
ENSDART00000063810	ENSDARP00000063809
ENSDART00000063817	ENSDARP00000063816
ENSDART00000063823	ENSDARP00000063822
ENSDART00000063825	ENSDARP00000063824
ENSDART00000063832	ENSDARP00000063831
ENSDART00000063834	ENSDARP00000063833
ENSDART00000063837	ENSDARP00000063836
ENSDART00000063849	ENSDARP00000063848
ENSDART00000063884	ENSDARP00000063883
ENSDART00000063912	ENSDARP00000063911
ENSDART00000063923	ENSDARP00000063922
ENSDART00000063943	ENSDARP00000063942
ENSDART00000063950	ENSDARP00000063949
ENSDART00000063996	ENSDARP00000063995
ENSDART00000064007	ENSDARP00000064006
ENSDART00000064009	ENSDARP00000064008
ENSDART00000064017	ENSDARP00000064016
ENSDART00000064021	ENSDARP00000064020
